Sample,BioSample.x,SampleName.x,location,Region,pop,Latitude,Longitude,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,BioSample.y,SampleType,TaxID,ScientificName,SampleName.y,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRS2533218,SAMN07347575,  8_13, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063112,2018-07-30 10:46:14,2017-09-23 16:59:52,104367025,18786064500,104367025,180,12409,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063112/SRR6063112.1,SRX3208122,wHAIPI013949-106,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347575,simple,29159,Crassostrea gigas,8_13,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,E82B7072AB19846D59CDF087B9F10A9D,0462D1A788A0DA8590D72CC613C8FF34
SRS2533275,SAMN07347567,  10A_13, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063057,2018-07-30 10:46:15,2017-09-23 16:34:33,98930241,17807443380,98930241,180,12209,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063057/SRR6063057.1,SRX3208179,wHAIPI013293-96,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347567,simple,29159,Crassostrea gigas,10A_13,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,27AC40A33E68FEAEE16477E5598210AE,C17A91EB7EA161DAC5875B69EAADB96C
SRS2533276,SAMN07347568,  10A_15, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063056,2018-07-30 10:46:15,2017-09-23 16:49:37,91623493,16492228740,91623493,180,11303,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063056/SRR6063056.1,SRX3208180,wHAIPI013296-100,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347568,simple,29159,Crassostrea gigas,10A_15,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,3AAFE7A6C542CABBFB93CC4DD3521C97,3E2B1AA2C7C874F6DA8A2658C5972BD2
SRS2533279,SAMN07347563,  10A_1, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063053,2018-07-30 10:46:15,2017-09-23 17:04:16,104601877,18828337860,104601877,180,12217,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063053/SRR6063053.1,SRX3208183,wHAIPI013946-101,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347563,simple,29159,Crassostrea gigas,10A_1,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,6A3ED4B851755B70239CD69BCF9E598B,32268C0001678490696D8125F7DE580D
SRS2533280,SAMN07347565,  10A_11, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063051,2018-07-30 10:46:15,2017-09-23 16:22:16,105939299,19069073820,105939299,180,12345,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063051/SRR6063051.1,SRX3208185,wHAIPI013947-102,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347565,simple,29159,Crassostrea gigas,10A_11,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,49A8CD8BF7359B50CD8D022A4A260F39,B700E325C2595FC3D208684C501FD4EB
SRS2533281,SAMN07347564,  10A_10, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063052,2018-07-30 10:46:15,2017-09-23 16:55:46,111694670,20105040600,111694670,180,13667,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063052/SRR6063052.1,SRX3208184,wHAIPI013298-102,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347564,simple,29159,Crassostrea gigas,10A_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,21BCB1E2F69F4EFA752EFC6751CDE6AA,A507CE867E3927BD9FF6B18DCAE1ABC1
SRS2533282,SAMN07347566,  10A_12, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063050,2018-07-30 10:46:15,2017-09-23 16:27:41,93136692,16764604560,93136692,180,11469,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063050/SRR6063050.1,SRX3208186,wHAIPI013292-95,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347566,simple,29159,Crassostrea gigas,10A_12,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,16D837D9B677BF4BFFA4D2A44BBA509C,049EB70FEF5A1EB6D421401D159019A0
SRS2533429,SAMN07347576,  8_16, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063307,2018-07-30 10:46:19,2017-09-23 21:21:41,108342560,19501660800,108342560,180,13315,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063307/SRR6063307.1,SRX3208332,wHAIPI013291-94,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347576,simple,29159,Crassostrea gigas,8_16,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,8789A7AFE08D8F69606A17340AFFC4D1,AA814F286854BACDB9DC191B823E1C8A
SRS2533431,SAMN07347577,  8_17, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063305,2018-07-30 10:46:19,2017-09-23 20:38:16,89836810,16170625800,89836810,180,11054,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063305/SRR6063305.1,SRX3208335,wHAIPI013294-97,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347577,simple,29159,Crassostrea gigas,8_17,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,4C27425E991CDF4A4D39B0BA5D0727AD,5CB37DBF32C1347EA7F05A8C9FCE0D14
SRS2533494,SAMN07347571,  10A_6, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063234,2018-07-30 10:46:21,2017-09-23 19:26:37,103111458,18560062440,103111458,180,12652,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063234/SRR6063234.1,SRX3208398,wHAIPI013289-92,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347571,simple,29159,Crassostrea gigas,10A_6,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,41DC9613155B90346BFBAE0793F62D71,A463CB1FADC334EE6FFE04A1E1CED2FB
SRS2533505,SAMN07347570,  10A_4, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063231,2018-07-30 10:46:21,2017-09-23 19:24:10,101013944,18182509920,101013944,180,12287,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063231/SRR6063231.1,SRX3208410,wHAIPI013288-90,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347570,simple,29159,Crassostrea gigas,10A_4,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,02F72A61981A05F1BCABB276D46F81F5,5BC33D1A751BE7F8BFBC3B1F463E3A79
SRS2533506,SAMN07347562,  10A_5, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063233,2018-07-30 10:46:21,2017-09-23 19:20:51,69652854,13930570800,69652854,200,8720,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063233/SRR6063233.1,SRX3208408,wHAIPI000000-4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347562,simple,29159,Crassostrea gigas,10A_5,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,1A5CE8524E5AE7EF8E3AC58E8DEF2B18,56E8E767A88439034039703BD6F215D2
SRS2533507,SAMN07347569,  10A_3, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063232,2018-07-30 10:46:21,2017-09-23 19:28:09,98987977,17817835860,98987977,180,12029,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063232/SRR6063232.1,SRX3208409,wHAIPI013287-89,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347569,simple,29159,Crassostrea gigas,10A_3,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,E087657F4E7901E4AD2F327B36745E77,0785D88B7F9308CF1AB4EB1E1F0E3A73
SRS2533511,SAMN07347572,  10A_8, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063225,2018-07-30 10:46:21,2017-09-23 19:00:30,97803252,17604585360,97803252,180,11585,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063225/SRR6063225.1,SRX3208415,wHAIPI013948-103,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347572,simple,29159,Crassostrea gigas,10A_8,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,05539CDD754F872DB70C50C7E995A30C,85B2162D43498DB53FE07E3FFF91EADA
SRS2533597,SAMN07347578,  8_20, China:RongCheng,China,RC,37.3739601955448,122.603656392898,SRR6063398,2018-07-30 10:46:23,2017-09-24 02:58:59,104142833,18745709940,104142833,180,12801,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063398/SRR6063398.1,SRX3208501,wHAIPI013295-98,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347578,simple,29159,Crassostrea gigas,8_20,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,C1FCD95E1405315853C5A78329B5CC26,F9CF0E119873B2C5948A22974A35941C
SRS2533236,SAMN07347894,  Rizh25, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063096,2018-07-30 10:46:14,2017-09-23 16:47:16,60629342,12125868400,60629342,200,7507,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063096/SRR6063096.1,SRX3208139,wHAIPI000000-46,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347894,simple,29159,Crassostrea gigas,Rizh25,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,586F033373A6862C236DB1A9B683775A,B43C54A455DDCC0DDA0ABB62E744C523
SRS2533273,SAMN07347893,  6A_25, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063058,2018-07-30 10:46:15,2017-09-23 16:58:15,73788396,13281911280,73788396,180,8871,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063058/SRR6063058.1,SRX3208178,wHAIPI013279-77,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347893,simple,29159,Crassostrea gigas,6A_25,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,F6D120A6F89D8A21A506D7EFCD4F5EEC,80D9FD6D7E1C630982D79B1DFE3C245F
SRS2533274,SAMN07347892,  6A_23, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063059,2018-07-30 10:46:15,2017-09-23 16:36:54,91865417,16535775060,91865417,180,10698,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063059/SRR6063059.1,SRX3208177,wHAIPI013945-100,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347892,simple,29159,Crassostrea gigas,6A_23,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,E483F8F36899CEBFE6897474E8BE092D,F34C2D099B7A1B16152B758CFA9A5854
SRS2533309,SAMN07347891,  6A_21, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063024,2018-07-30 10:46:16,2017-09-23 16:16:44,72550632,13059113760,72550632,180,8756,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063024/SRR6063024.1,SRX3208213,wHAIPI013278-74,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347891,simple,29159,Crassostrea gigas,6A_21,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,90FDD9D0A9AA33E96C197CB63735E8A2,CF3466734BF109B3DC38A9414A5641A3
SRS2533310,SAMN07347881,  20_16, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063023,2018-07-30 10:46:16,2017-09-23 16:50:42,106440722,19159329960,106440722,180,12344,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063023/SRR6063023.1,SRX3208214,wHAIPI013944-98,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347881,simple,29159,Crassostrea gigas,20_16,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,113C4EF60F936E32FF0E20E505EF3C14,E2987BE0E54D0074EFEF8C50D343559C
SRS2533311,SAMN07347882,  20_17, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063022,2018-07-30 10:46:16,2017-09-23 16:52:04,100449579,18080924220,100449579,180,12242,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063022/SRR6063022.1,SRX3208215,wHAIPI013286-86,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347882,simple,29159,Crassostrea gigas,20_17,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,2DF4A0237983269B66153B661C3BBC5E,17B67514047FD3EE91ED353E80359D79
SRS2533312,SAMN07347883,  20_19, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063021,2018-07-30 10:46:16,2017-09-23 16:31:38,111656869,20098236420,111656869,180,13550,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063021/SRR6063021.1,SRX3208216,wHAIPI013284-83,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347883,simple,29159,Crassostrea gigas,20_19,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,7E4BAA0B9B954F503C4DA823237EC5C1,D39147E7900E4EFD74E1F0DFF7944EA3
SRS2533314,SAMN07347884,  20_2, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063020,2018-07-30 10:46:16,2017-09-23 16:19:09,89556322,16120137960,89556322,180,10753,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063020/SRR6063020.1,SRX3208218,wHAIPI013275-66,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347884,simple,29159,Crassostrea gigas,20_2,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,48BC8C79056EE55A8DE5C3A4E1785EE3,B8E02FC1BA41C187E626A85A9FDE421A
SRS2533316,SAMN07347886,  20_5, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063015,2018-07-30 10:46:16,2017-09-23 16:32:51,78456472,14122164960,78456472,180,9395,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063015/SRR6063015.1,SRX3208220,wHAIPI013277-73,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347886,simple,29159,Crassostrea gigas,20_5,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,4D2AAAB7586F32C66F099BAC075DC6DB,E896FA89486C930481B6F7579CDAE87D
SRS2533319,SAMN07347880,  20_10, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063016,2018-07-30 10:46:16,2017-09-23 16:44:20,94069037,16932426660,94069037,180,11431,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063016/SRR6063016.1,SRX3208223,wHAIPI013283-81,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347880,simple,29159,Crassostrea gigas,20_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,C8DF7FF454A6AD69B806B2ACA8B85AF3,02C47641B7FA22F1B4EBF09ECE2A6AB7
SRS2533320,SAMN07347885,  20_21, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063014,2018-07-30 10:46:16,2017-09-23 16:28:34,69526928,12514847040,69526928,180,8394,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063014/SRR6063014.1,SRX3208224,wHAIPI013276-67,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347885,simple,29159,Crassostrea gigas,20_21,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,E7DCF7C2CF7D91CA6180365FDF582D2C,DE25B1D67BD0871D843ECD8E6D1AEDB0
SRS2533457,SAMN07347888,  21_22, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063278,2018-07-30 10:46:20,2017-09-23 20:29:04,113483828,20427089040,113483828,180,13798,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063278/SRR6063278.1,SRX3208361,wHAIPI013285-85,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347888,simple,29159,Crassostrea gigas,21_22,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,74AA31FA2993F3BCDFDF5E66A3C122E6,8CA448E2FA7AF50B9823E6FF8ACCE5CC
SRS2533458,SAMN07347887,  21_20, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063277,2018-07-30 10:46:20,2017-09-23 20:12:04,78061270,14051028600,78061270,180,9409,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063277/SRR6063277.1,SRX3208362,wHAIPI013280-78,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347887,simple,29159,Crassostrea gigas,21_20,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,724E0C15704710262A0BD9E8ACEF71E6,6A766F6010BFE6584BC970EBD54F4A99
SRS2533525,SAMN07347889,  21_24, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063205,2018-07-30 10:46:22,2017-09-23 18:12:38,80638220,14514879600,80638220,180,9515,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063205/SRR6063205.1,SRX3208428,wHAIPI013281-79,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347889,simple,29159,Crassostrea gigas,21_24,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,B0F7F1FD5AB9C34FFF373FE6C89938B1,AB273BD5CC6EC610B7292EA578CFF684
SRS2533535,SAMN07347890,  21_25, China:Rizhao,China,RZ,35.3830514876504,119.550742364591,SRR6063203,2018-07-30 10:46:22,2017-09-23 18:07:54,96799094,17423836920,96799094,180,11750,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063203/SRR6063203.1,SRX3208438,wHAIPI013282-80,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347890,simple,29159,Crassostrea gigas,21_25,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,52341E1377DE31F30AB87595094F3221,EEF32FC9FD5140DA45E78A9251AD3D71
SRS2533251,SAMN07347942,  24A_12, China:Tianjin,China,TJ,38.9166442108305,117.693759866529,SRR6063075,2018-07-30 10:46:14,2017-09-23 16:40:44,102715413,18488774340,102715413,180,13027,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063075/SRR6063075.1,SRX3208155,wHAIPI013226-19,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347942,simple,29159,Crassostrea gigas,24A_12,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,410CEB39A478A888CE600E9A18BE5EBC,B69AB692F9FE501C4660C874C39CF2E9
SRS2533255,SAMN07347940,  24A_1, China:Tianjin,China,TJ,38.9166442108305,117.693759866529,SRR6063077,2018-07-30 10:46:14,2017-09-23 16:33:19,93216110,16778899800,93216110,180,10671,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063077/SRR6063077.1,SRX3208159,wHAIPI013232-30,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347940,simple,29159,Crassostrea gigas,24A_1,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,388CCDCED121AD03E660D93867036155,45F4A8CF959FB1DFB4C46351FB10EF3E
SRS2533257,SAMN07347941,  24A_10, China:Tianjin,China,TJ,38.9166442108305,117.693759866529,SRR6063076,2018-07-30 10:46:14,2017-09-23 17:35:08,93785426,16881376680,93785426,180,11923,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063076/SRR6063076.1,SRX3208161,wHAIPI013225-113,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347941,simple,29159,Crassostrea gigas,24A_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,685160DBAE6B05A880F571903F31547A,47CFC6BB2546E6C393A1FAD96C33EC84
SRS2533258,SAMN07347938,  24A_11, China:Tianjin,China,TJ,38.9166442108305,117.693759866529,SRR6063074,2018-07-30 10:46:14,2017-09-23 16:28:09,69990404,13998080800,69990404,200,8637,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063074/SRR6063074.1,SRX3208162,wHAIPI000000-14,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347938,simple,29159,Crassostrea gigas,24A_11,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,26DD61DF75ED1ECC7170E43AA7AAE595,867383B4301C95CE41F0B4B12865760D
SRS2533404,SAMN07347944,  24A_2, China:Tianjin,China,TJ,38.9166442108305,117.693759866529,SRR6063334,2018-07-30 10:46:19,2017-09-23 20:59:56,90756895,16336241100,90756895,180,10443,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063334/SRR6063334.1,SRX3208308,wHAIPI013234-32,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347944,simple,29159,Crassostrea gigas,24A_2,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,17E762EA890212422DEF75DF782E346B,5CE5E497FD02C486CE3A4CAB9A5F3C4D
SRS2533410,SAMN07347939,  24A_13, China:Tianjin,China,TJ,38.9166442108305,117.693759866529,SRR6063327,2018-07-30 10:46:19,2017-09-23 20:50:48,53401774,9612319320,53401774,180,6227,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063327/SRR6063327.1,SRX3208315,wHAIPI012808-80,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347939,simple,29159,Crassostrea gigas,24A_13,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,B843D67340B1465993D60FCF568239AA,1AAC2AB2F37F095B72FA9523923445A1
